"Key","Source","Translation"
"9073954B4C88F6D441D1F49BD85AF9A9","You killed my father! Prepare to die!","Ти вбив мого батька! Готуйся померти!"
"D48F113C4C6EC794E0DFF18502060E8E","You leaches need killing!","Вас лічів слід вбити!"
"5D2AEE874E6D81D18EBE93B23F142E81","You left me to rot in this grave!","Ти залишив мене гнити у цій могилі!"
"5C0B3D5B445DA40405BAB5A39CE4AC39","You never liked me much did you, Doctor?","Ти ніколи мене не долюблював, чи не так, докторе?"
"9868E2014268EEE4FD6C158BDDE46FC6","You never were one of us!","Ти ніколи не був одним із нас!"
"8D66478742FB01A7E0906986F48F571E","You really thought you could betray Lord Redgrave without paying the price?","You really thought you could betray Lord Redgrave without paying the price?"
"3DD3487D4116B84F81222B8617506D9E","You shall learn to respect the laws of Ascalon!","Ти повинен навчитися поважати закони Аскалону!"
"D9CF601F420555B7714F6499317B0CEB","You shall learn to respect the laws of Ascalon!","Ти повинен навчитися поважати закони Аскалону!"
"FBABFF814E6E7B6142F92B9EFA343ABC","You still have so much to learn, new born!","Тобі ще багато чому треба навчитися, новонароджений!"
"03FDCC20410BEB1704ED2093477E2104","You want some of this?","Хочеш цього?"
"8D2C31AA42475C4657D39285A72EBF43","You were right, Clarence! I see that with my own eyes now! ","You were right, Clarence! I see that with my own eyes now! "
"B9B9B2D243A29827D86D07B06629AF08","You wished I were dead, didn't you?","Ти хотів моєї смерті, чи не так?"
"6E6B24634AC72001070678A7922A82B1","You'll pay for this you ugly fucker!","Ти заплатиш за це, потворний покидьку!"
"1925F5DA45D9364B68FCEBBD0FEE4263","You'll pay for this fucker!","Ти заплатиш за це, покидьку!"
"6C9AF49244CBD15C17929BBA2B2ED470","You'll pay for this fucker!","Ти заплатиш за це, покидьку!"
"3F0049AC4AAB87A8167EB6B5D64BCDC6","You're all going to die!","Ви всі помрете!"
"87EDB90D43741DACB0255BB552A352AB","You're bleeding!","Ти кровоточиш!"
"9C61AC7D40150998A5F2948309602E56","You're feeble!","Ти слабак!"
"7065A3B64400C42916C1A1A98E535F3A","You're finished, Reid!","Тобі кінець, Ріде!"
"0D5769504219C31DB5E3AD91693DF81C","You're just a beast!","Ти всього лиш звір!"
"3E5FED744EBD302F36E73C9CECE90401","You're mine!","Ти мій!"
"27D2DE0A4F9047CD6EF2DC8B62BB6902","You're mine, vermin!","Ти мій, паразите!"
"4A5A54A74931E8DB38A59C9CEDD0D961","You're mine, vermin!","Ти мій, паразите!"
"487ECE1A4DF10AD2CEC1BDAFCA49E707","You're pathetic!","Ти жалюгідний!"
"D16BD4F347DB0800D9AC1782427F4D67","You're so easy to fool!","Тебе так легко обдурити!"
"B42A625C4D829F0E83BD8E9725EA4806","You've burned away Nurse Crane's mind! You're a monster!","Ти випалив розум медсестри Крейн! Ти чудовисько!"
"F30C9C1742068C909589A18B20901325","You've found your death in me!","У мені ти знайшов свою смерть!"
"B409294948FA56E6F10D5785BD69CA0B","You've killed me, brother!","Ти вбив мене, брате!"
"B577F4B34D2977BAEF8001841F22B05D","You've spared the precious nurse Crane, but not your own Mary!","Ти помилував дорогоцінну медсестру Крейн, але не свою власну Мері!"
"9EFFEB0344E4D0FC4001588D7A737E18","Your blood is now mine!","Твоя кров тепер моя!"
"BD3F62BD4B1375851629738A01F89A1C","Your blood is now mine!","Твоя кров тепер моя!"
"DF003DE8463A7DC82D87E7B7D2C34E38","Your blood will be mine!","Твоя кров тепер моя!"
"80905F8245171A4DD62F59838B561EE3","Your death will be my redemption!","Твоя смерть стане моєю спокутою!"
"3355562E4B9B7FBD056DBD8E69E38F1C","Your existence is an absurdity in itself! And it has to end now!","Твоє існування само по собі абсурдне! І я покінчу з цим!"
"BEC54AA14E41C2BFFE47649CA63062D5","Your hand is shaking!","Твоя рука тремтить!"
"1D7411A543AD871C0CAB5AA0369B9CBF","Your poisonous bite is useless on me!","Твій отруйний укус на мене не діє!"
"60B2CE5A49D064FC5124A88FC5069E8D","Your preys are mine now!","Твоя здобич тепер моя!"
"4DA06CA24C5FFD302CDE6CA89953832B","You’re mine!","Ти мій!"
"5ABE36F345498C326D97889E91F51DCF","You’re mine!","Ти мій!"
"88DBDBC34E522DF961003B8007B092D5","Yup… Fucking vampires never get tired!","Ага… Йобані вампіри ніколи не стомлюються!"
"7E2EFF614746E895DD3F708E194598A3","ooh, that's gonna smart!","ох, це розумно!"
"91D04FE24647768F32C6BF92C83599F6","pin it down!","прибийте його!"
