"[DDA556A748595C5889F6E29AAB957019]::3619796E4E81D6F595380085FB2F6055","Now that you have [RED BLOOD], press [AVTogglePowerUseR1] to unleash a Vampire Skill!","Now that you have [RED BLOOD], press [AVTogglePowerUseR1] to unleash a Vampire Skill!","","","","","","","","","","","","","","","","","","",""
"[DDA556A748595C5889F6E29AAB957019]::A164D2454E53FE8B548AE5B08BF8A836","Now that you have [RED BLOOD], press [AVTogglePowerUseR1] to unleash a Vampire Skill!","Now that you have [RED BLOOD], press [AVTogglePowerUseR1] to unleash a Vampire Skill!","","","","","","","","","","","","","","","","","","",""
"[DE8E71E34CDECF12115F9D94A3D3FD86]::6B0456684F20EC23DA1EFFB9B47969B4","(…)<lf>For looking away when they mock my colour, I hate myself. For crying like a girl when they insult me, I hate myself. For swearing like a boy when they’re gone, I hate myself. For hating my parents, I hate myself. For smiling when customers call me “Sad Brina”, I hate myself. For never finding the courage to tell Tom how I truly feel, I hate myself.<lf>(…)","(…)<lf>For looking away when they mock my colour, I hate myself. For crying like a girl when they insult me, I hate myself. For swearing like a boy when they’re gone, I hate myself. For hating my parents, I hate myself. For smiling when customers call me “Sad Brina”, I hate myself. For never finding the courage to tell Tom how I truly feel, I hate myself.<lf>(…)","","","","","","","","","","","","","","","","","","",""
"[DE8E71E34CDECF12115F9D94A3D3FD86]::1C1061634914BB4CFAC306B14C00D5C4","A crease and greased page, probably torn from a diary and thrown away","A crease and greased page, probably torn from a diary and thrown away","","","","","","","","","","","","","","","","","","",""
"[DE8E71E34CDECF12115F9D94A3D3FD86]::9EF59A6F4AD92448FFE4B0AA11B95B23","Torn off page of a diary","Torn off page of a diary","","","","","","","","","","","","","","","","","","",""
"[DE8E71E34CDECF12115F9D94A3D3FD86]::F84F306542ECB2007C89C08C2E233CD2","Torn off page of a diary","Torn off page of a diary","","","","","","","","","","","","","","","","","","",""
"[DF07B5FA42CAFA45699BB7AB01DDEA90]::8160A4864534311CF846F89DB70490A2","Investigate after Swansea Kidnapping","Investigate after Swansea Kidnapping","","","","","","","","","","","","","","","","","","",""
"[DF58C68E4D9A1ECE9E413AB53523DFD8]::B6984B6D43398BE0ADDF2D87884A6E5C","Old Painting","Стара картина","","","","","","","","","","","","","","","","","","",""
"[DF58C68E4D9A1ECE9E413AB53523DFD8]::18D456EA479316E210199E9C0E26AD51","Portrait of Elisabeth Blackwood by Johannes Vermeer, 1666","Portrait of Elisabeth Blackwood by Johannes Vermeer, 1666","","","","","","","","","","","","","","","","","","",""
"[DFD13A5045F95D6960186FA0247D1BE7]::3FE1C41A478EA66D765C68BD580E1D73","Opportunity attack","Opportunity attack","","","","","","","","","","","","","","","","","","",""
"[DFD13A5045F95D6960186FA0247D1BE7]::79D1AFAA47EDB346D7AC97BF77E4734A","[AVToggleVampireBite]<cf>(Out of combat)<cf>Silently behind an enemy","[AVToggleVampireBite]<cf>(Out of combat)<cf>Silently behind an enemy","","","","","","","","","","","","","","","","","","",""
"[DFD91C374AD6C57E690A5EB06579C3EC]::99D2AF3045918B4E29434DA220E9DA09","Goswick's Flat","Goswick's Flat","","","","","","","","","","","","","","","","","","",""
"[E0DB4EA4429091D8466B83A42F6FD0C9]::816A28F841715787B14470804AB277DD","Ichabod's poster","Ichabod's poster","","","","","","","","","","","","","","","","","","",""
"[E0DB4EA4429091D8466B83A42F6FD0C9]::B47DF82649106BF670EA128D40BC0F7E","Danger is closer than you think.<lf>They are already here.<lf>Do not let them take the kingdom.<lf><lf>See a vampire? Seek for help!<lf>Ichabod Throgmorton, expert vampire hunter","Danger is closer than you think.<lf>They are already here.<lf>Do not let them take the kingdom.<lf><lf>See a vampire? Seek for help!<lf>Ichabod Throgmorton, expert vampire hunter","","","","","","","","","","","","","","","","","","",""
"[E0F88FB643FF8C955A09969292E26C7B]::71E680FC4CE913A82FA1CDB5BD6C9A6B","A folded paper covered with handwritten notes","A folded paper covered with handwritten notes","","","","","","","","","","","","","","","","","","",""
"[E0F88FB643FF8C955A09969292E26C7B]::0008F99A4695F56651FBBB9E002B53A2","Folded paper","Згорнутий папір","","","","","","","","","","","","","","","","","","",""
"[E0F88FB643FF8C955A09969292E26C7B]::63638ED743B373F3A69465B85A2C2720","Folded paper","Згорнутий папір","","","","","","","","","","","","","","","","","","",""
"[E0F88FB643FF8C955A09969292E26C7B]::B7EBF7BA498F002275037598D0A6FC38","Forgive me God for what I’m about to confess: sometimes I wish I never saved Dyson Delaney from drowning when he fell in the canal. There, I said it. <lf>Please forgive me Lord, for I’m just a sinner! Dyson may be the most frustrating case I ever had to deal with since I opened my night shelter in the East end. For years, I have tried to understand why this man regularly makes me so irritated, and I think I recently found why. <lf>Dyson has stopped fighting, for good and forever. I’ve met so many heavy drinkers in my life, men and women, rich and poor, young and old. I’ve witnessed their fight with their demons, their past, their guilt, and their failures. Sometimes, they can put a name on this inner evil of theirs, sometimes they have never been able to identify the real cause of their despair. But, in most cases, for these men and women, to drink is a way to keep fighting. Of course, it is a useless and destructive form of struggle, but at least this self-destruction means that something makes them suffer, and they still fight against this pain they feel so deep inside. <lf>Even a severe alcoholic like William Bishop keeps struggling with his addiction and asking for a salvation, for the light of Christ. And as long as they wish to see this light, there is a place for hope. Dyson Delaney has no hope left. He does not drink to smother his pain, no! I’m now convinced he conscientiously drinks for the sadist joy of smothering all hope. I really don’t know what is a worst sin: to deliberately cast away hope from your own heart, or complacently bask in self-destruction.","Forgive me God for what I’m about to confess: sometimes I wish I never saved Dyson Delaney from drowning when he fell in the canal. There, I said it. <lf>Please forgive me Lord, for I’m just a sinner! Dyson may be the most frustrating case I ever had to deal with since I opened my night shelter in the East end. For years, I have tried to understand why this man regularly makes me so irritated, and I think I recently found why. <lf>Dyson has stopped fighting, for good and forever. I’ve met so many heavy drinkers in my life, men and women, rich and poor, young and old. I’ve witnessed their fight with their demons, their past, their guilt, and their failures. Sometimes, they can put a name on this inner evil of theirs, sometimes they have never been able to identify the real cause of their despair. But, in most cases, for these men and women, to drink is a way to keep fighting. Of course, it is a useless and destructive form of struggle, but at least this self-destruction means that something makes them suffer, and they still fight against this pain they feel so deep inside. <lf>Even a severe alcoholic like William Bishop keeps struggling with his addiction and asking for a salvation, for the light of Christ. And as long as they wish to see this light, there is a place for hope. Dyson Delaney has no hope left. He does not drink to smother his pain, no! I’m now convinced he conscientiously drinks for the sadist joy of smothering all hope. I really don’t know what is a worst sin: to deliberately cast away hope from your own heart, or complacently bask in self-destruction.","","","","","","","","","","","","","","","","","","",""
"[E2168A4648447EAB96AD2DAC8555B747]::0D7C04CE47DD0C3C3F1B57A3E4421F75","Soiled letter","Брудний лист","","","","","","","","","","","","","","","","","","",""
"[E2168A4648447EAB96AD2DAC8555B747]::99A7431E4FAF3C421C3D6988ABCB7FB7","Soiled Letter","Soiled Letter","","","","","","","","","","","","","","","","","","",""
"[E2168A4648447EAB96AD2DAC8555B747]::5866E0C440218C39AFCF8BA8F7485821","A soiled handwritten letter","A soiled handwritten letter","","","","","","","","","","","","","","","","","","",""
"[E2168A4648447EAB96AD2DAC8555B747]::F9A8F3034E7ED8A450F44DA8CD7DE7B5","My name is Robert Teasdale,<lf>To whoever may find this message, please try to help me. <lf>My daughter Louise disappeared a few weeks ago. She was seen for the last time in a bar in the neighbourhood (not the one where she works as a waitress but another one: The Dancing Trout). Two witnesses saw her leave the place with an elegant and unknown man - maybe a foreigner. There are many rumours of men and women vanishing in the area. <lf>I am convinced my Louise has been abducted and is kept somewhere nearby. I know the police will not help, for they already have more important things to do. So, I have decided to look for my Louise by myself. If you find this letter, it means I failed saving her. My Louise is a good girl who does not deserve to die like this. She is of medium size, with dark hair, and a scar on her right cheek. Please search for her, and finish this work for me.<lf>God bless you!","My name is Robert Teasdale,<lf>To whoever may find this message, please try to help me. <lf>My daughter Louise disappeared a few weeks ago. She was seen for the last time in a bar in the neighbourhood (not the one where she works as a waitress but another one: The Dancing Trout). Two witnesses saw her leave the place with an elegant and unknown man - maybe a foreigner. There are many rumours of men and women vanishing in the area. <lf>I am convinced my Louise has been abducted and is kept somewhere nearby. I know the police will not help, for they already have more important things to do. So, I have decided to look for my Louise by myself. If you find this letter, it means I failed saving her. My Louise is a good girl who does not deserve to die like this. She is of medium size, with dark hair, and a scar on her right cheek. Please search for her, and finish this work for me.<lf>God bless you!","","","","","","","","","","","","","","","","","","",""
"[E2344A911C03021600050277D89250F2]::7500DE714652CAD2EE284F85D1FCF168","My old friend Clarence Crossley is convinced of the existence of vampires since he returned from the war. He wants me to help him prove their presence in London by gathering all the articles I can find concerning the origins of the different species of vampires.","My old friend Clarence Crossley is convinced of the existence of vampires since he returned from the war. He wants me to help him prove their presence in London by gathering all the articles I can find concerning the origins of the different species of vampires.","","","","","","","","","","","","","","","","","","",""
"[E2344A911C03021600050277D89250F2]::7080644048F75FCE3AFB5A85EC73B135","Find The antique figure of the Vrykolakas""""","Find The antique figure of the Vrykolakas""""","","","","","","","","","","","","","","","","","","",""
"[E2344A911C03021600050277D89250F2]::5631640D4E92C6CC9DC22489ECE118AD","Find Fertile is the belly of the beast!""""","Find Fertile is the belly of the beast!""""","","","","","","","","","","","","","","","","","","",""
"[E2344A911C03021600050277D89250F2]::0CF070934B8A4799671C21B92A54E1D6","Find Rare species of vampires""""","Find Rare species of vampires""""","","","","","","","","","","","","","","","","","","",""
"[E2344A911C03021600050277D89250F2]::E5650AFE471890BB764D8AB517F225F3","Find Supremacy of Ekons""""","Find Supremacy of Ekons""""","","","","","","","","","","","","","","","","","","",""
"[E2344A911C03021600050277D89250F2]::BA011BF748EEAF5ADFD6AEB0C9FA16F4","Find The heresy of the Pure Blood""""","Find The heresy of the Pure Blood""""","","","","","","","","","","","","","","","","","","",""
"[E2344A911C03021600050277D89250F2]::9E44DC324FB0590BA8DC789ADF479209","Find The violence of Vulkods""""","Find The violence of Vulkods""""","","","","","","","","","","","","","","","","","","",""
"[E2344A911C03021600050277D89250F2]::F87F21DF4E7621AA4D0760BEFD90CEF4","Find 6 articles (collectibles) about vampires for Clarence Crossley","Find 6 articles (collectibles) about vampires for Clarence Crossley","","","","","","","","","","","","","","","","","","",""
"[E2620083406C55EBF0A6DDBCE77C4D4C]::04B1374647A1518D5D0CDE944030B741","Interaction","Interaction","","","","","","","","","","","","","","","","","","",""
"[E267A7DB44E27A594BC60AADBF34F141]::5C4B10D342877DDFDF36F493FC5B52A4","Mary Englewood, born Whitacre (1534-1578)","Mary Englewood, born Whitacre (1534-1578)","","","","","","","","","","","","","","","","","","",""
"[E267A7DB44E27A594BC60AADBF34F141]::D6A147704CA01E478D9F7DA91E576BE9","Old tombstone","Старий надгробок","","","","","","","","","","","","","","","","","","",""
"[E28566F44030F9B0E6919FBABA167736]::D25F5FC444A584651D0BBAB17E7E8FE3","Confirm","Підтвердити","","","","","","","","","","","","","","","","","","",""
"[E28566F44030F9B0E6919FBABA167736]::0D635A1C42741577AF2F40B86F1ECEAA","Now, select 'Confirm' to save your choices.","Тепер оберіть «Підтвердити», щоб зберегти вибір.","","","","","","","","","","","","","","","","","","",""
"[E35930494E58BD523359E6B887E16D4B]::0C1A8BDB425C63F0AAA3E281815EA3B9","Calhoun's Shop","Calhoun's Shop","","","","","","","","","","","","","","","","","","",""
"[E43D714F4AC4D7D0604397889BB94FDF]::4AF97A0448733B2DFB18B0B562D296D2","A partially burnt letter with a few remaining readable sentences","A partially burnt letter with a few remaining readable sentences","","","","","","","","","","","","","","","","","","",""
"[E43D714F4AC4D7D0604397889BB94FDF]::1F94E7E243325E672EFA43BB90C099AE","Burnt letter","Обгорілий лист","","","","","","","","","","","","","","","","","","",""
"[E43D714F4AC4D7D0604397889BB94FDF]::9F7B8AC2469A0F2323F32D9623F9F48A","Burnt letter","Обгорілий лист","","","","","","","","","","","","","","","","","","",""
"[E43D714F4AC4D7D0604397889BB94FDF]::C1EACC94411D9814C37BD4B5E4874086","Miss Paxton,<lf>I recently heard that (…) Hampton’s shelter for months and (…) money or support of any kind (…) without a positive answer from you I may be (…) my Boys always get what they (…) accepted no for an answer (…) Keep on refusing to answer me and (…) Wet Boot Boys come (…) you and your sister.","Miss Paxton,<lf>I recently heard that (…) Hampton’s shelter for months and (…) money or support of any kind (…) without a positive answer from you I may be (…) my Boys always get what they (…) accepted no for an answer (…) Keep on refusing to answer me and (…) Wet Boot Boys come (…) you and your sister.","","","","","","","","","","","","","","","","","","",""
"[E43E909F40A2E9F5B0C4F6B5C6004CC4]::812FA8D4420A8AB4B882F7AF72282FD3","11.06.18<lf>I just finished reading Doris Fletcher’s journal, as painful and dreadful as it was – my God, the woman planned to see everyone in London afflicted, by infecting all who would come to her next play. It helped me understand greatly what is going on. Doris Fletcher’s real name was Doris Jones; she was the daughter of some Harriet Jones who has been treated as a patient for a long time at the Pembroke Hospital. She clearly hated her mother, but used her fame and notoriety to see her while visiting the poor and sick in the East End. I don’t know exactly what happened then, but this is how her mother infected her before returning to the theatre… And how she turned into that monstrosity that the leech known as Jonathan Reid finally defeated.<lf>The presence of that vampire in the same hospital where Harriet Jones was treated can’t be a coincidence. I am convinced he is deeply involved with the vampire plague going on in London right now. I am also convinced Swansea is his accomplice, and that those two are planning something more terrifying than anything the Guard has ever faced. Maybe I should take some time to read the old books and manuscripts the Guard still possess to get some answers. It may prove useful. In the meantime, I better send some patrols to investigate about what is occurring at the Pembroke Hospital.<lf><lf>11.08.18<lf>It took me two days to parse through the dusty registers and books we keep in the vault. God, I hate losing time like this! The search did prove fruitful, for once. I found two pages that could be related to our present situation in a copy of William Marshal’s Memoirs. I took them with me to read more carefully. This creature Marshal says he fought in 1666, this Disaster that aimed to destroy London, it is very similar to what happened with Doris Fletcher: disease, infection, hate of the living, a desire to see the city ransacked. I have no doubt now that the bloody old leech of William Marshal is behind all this, and that he is back. This could be our greatest accomplishment, if the Guard could at last find and destroy that old bastard. I believe what Marshal did in 1666 is exactly what Reid is now trying to do. Did the creature, this Disaster, escape their will? Is it why Marshal destroyed him in 1666 and Reid did the same with Doris Fletcher before she became such a creature? I don’t know. But those two are clearly working together, and Swansea is helping them. I will immediately give orders to have him arrested and interrogated. As for Reid, I’ll destroy that evil beast myself, and then we’ll deal with William Marshal, and this Disaster thing. Priwen will prevail, once more!","11.06.18<lf>I just finished reading Doris Fletcher’s journal, as painful and dreadful as it was – my God, the woman planned to see everyone in London afflicted, by infecting all who would come to her next play. It helped me understand greatly what is going on. Doris Fletcher’s real name was Doris Jones; she was the daughter of some Harriet Jones who has been treated as a patient for a long time at the Pembroke Hospital. She clearly hated her mother, but used her fame and notoriety to see her while visiting the poor and sick in the East End. I don’t know exactly what happened then, but this is how her mother infected her before returning to the theatre… And how she turned into that monstrosity that the leech known as Jonathan Reid finally defeated.<lf>The presence of that vampire in the same hospital where Harriet Jones was treated can’t be a coincidence. I am convinced he is deeply involved with the vampire plague going on in London right now. I am also convinced Swansea is his accomplice, and that those two are planning something more terrifying than anything the Guard has ever faced. Maybe I should take some time to read the old books and manuscripts the Guard still possess to get some answers. It may prove useful. In the meantime, I better send some patrols to investigate about what is occurring at the Pembroke Hospital.<lf><lf>11.08.18<lf>It took me two days to parse through the dusty registers and books we keep in the vault. God, I hate losing time like this! The search did prove fruitful, for once. I found two pages that could be related to our present situation in a copy of William Marshal’s Memoirs. I took them with me to read more carefully. This creature Marshal says he fought in 1666, this Disaster that aimed to destroy London, it is very similar to what happened with Doris Fletcher: disease, infection, hate of the living, a desire to see the city ransacked. I have no doubt now that the bloody old leech of William Marshal is behind all this, and that he is back. This could be our greatest accomplishment, if the Guard could at last find and destroy that old bastard. I believe what Marshal did in 1666 is exactly what Reid is now trying to do. Did the creature, this Disaster, escape their will? Is it why Marshal destroyed him in 1666 and Reid did the same with Doris Fletcher before she became such a creature? I don’t know. But those two are clearly working together, and Swansea is helping them. I will immediately give orders to have him arrested and interrogated. As for Reid, I’ll destroy that evil beast myself, and then we’ll deal with William Marshal, and this Disaster thing. Priwen will prevail, once more!","","","","","","","","","","","","","","","","","","",""
"[E43E909F40A2E9F5B0C4F6B5C6004CC4]::AA2CACA34708F4EC87FEAD8DB98500F9","McCullum's report","McCullum's report","","","","","","","","","","","","","","","","","","",""
"[E43E909F40A2E9F5B0C4F6B5C6004CC4]::DCEA7D1144E2DC5415C8DEA46B375F73","McCullum's report","McCullum's report","","","","","","","","","","","","","","","","","","",""
"[E4B25CFF4B0CED3C8F649E85C29C62D0]::2C9F564742C71155BA2084A89CADEDE4","Hunter","Мисливець","","","","","","","","","","","","","","","","","","",""
"[E4B25CFF4B0CED3C8F649E85C29C62D0]::2F1A28BF40787293609EC987B9C94834","Hunter","Мисливець","","","","","","","","","","","","","","","","","","",""
"[E4B25CFF4B0CED3C8F649E85C29C62D0]::641E89314EAFEFDBFB4C50B5BC9DFD5A","Hunter","Мисливець","","","","","","","","","","","","","","","","","","",""
"[E4EBBCEB4F4B47B9E4DBFCA24C9E5443]::44A276624216411790A4C281687C1551","Fishburn's House","Fishburn's House","","","","","","","","","","","","","","","","","","",""
"[E59CB2724532750E79C2258A472E80E7]::32C0EC7045DF2F421D9618AC246B6898","Antigone","Antigone","","","","","","","","","","","","","","","","","","",""
"[E59CB2724532750E79C2258A472E80E7]::D9F9A58E40817550A896FAA2548003DD","Doris Fletcher in Antigone,<lf>by Doris Fletcher (from Sophocles),<lf>with Doris Fletcher and her students.<lf><lf>Soon.<lf>Fletcher Acting School,<lf>West Hills Avenue, London.<lf>19-23 December 1918.","Doris Fletcher in Antigone,<lf>by Doris Fletcher (from Sophocles),<lf>with Doris Fletcher and her students.<lf><lf>Soon.<lf>Fletcher Acting School,<lf>West Hills Avenue, London.<lf>19-23 December 1918.","","","","","","","","","","","","","","","","","","",""
"[E5CC24974EA4BEB806F45B9C4F3851CA]::0328C95E40C73E44A9CAA78E0474F00F","Crossley's House","Crossley's House","","","","","","","","","","","","","","","","","","",""
"[E6879C4E471CA07E3FC11CA1A33A8395]::187AB7B44A5C9C47BBEED9B6395FACF5","To the citizens of London.<lf><lf>Curfew.<lf>Official health warning.<lf><lf>Curfew will be sounded at 9:00 p.m. by the church bells. All citizens must keep off the streets ffrom that time until 5:00 a.m.<lf><lf>Until further notice:<lf>- A city wide curfew had been implemented.<lf>- It is imperative that you wear your mask to prevent the spread of infection.<lf>- If any member of your household becomes ill, inform the authorities immediately.<lf><lf>Due to the curfew, not opened after 9:00 p.m.","To the citizens of London.<lf><lf>Curfew.<lf>Official health warning.<lf><lf>Curfew will be sounded at 9:00 p.m. by the church bells. All citizens must keep off the streets ffrom that time until 5:00 a.m.<lf><lf>Until further notice:<lf>- A city wide curfew had been implemented.<lf>- It is imperative that you wear your mask to prevent the spread of infection.<lf>- If any member of your household becomes ill, inform the authorities immediately.<lf><lf>Due to the curfew, not opened after 9:00 p.m.","","","","","","","","","","","","","","","","","","",""
"[E6879C4E471CA07E3FC11CA1A33A8395]::7D9EE1224E3BBF9BD2A6CDB059DEA3D5","Official health warning","Official health warning","","","","","","","","","","","","","","","","","","",""
"[E7ECD1844B4FA2D3893160A409BA036A]::32E0D02F498E167EBBB2ABB658FF25C2","Clay Cox’s blood quality is quite good and he doesn't appear to have any strong relationships with other Citizens in the District. <cf><cf>He is probably a good target for gaining a decent amount of Experience Points without heavily impacting the district’s status.<cf><cf>Press [MenuValidate] to continue.","Clay Cox’s blood quality is quite good and he doesn't appear to have any strong relationships with other Citizens in the District. <cf><cf>He is probably a good target for gaining a decent amount of Experience Points without heavily impacting the district’s status.<cf><cf>Press [MenuValidate] to continue.","","","","","","","","","","","","","","","","","","",""
"[E7ECD1844B4FA2D3893160A409BA036A]::55E388B54BEFD9E01BF94DA28D191130","DISTRICT HEALTH","DISTRICT HEALTH","","","","","","","","","","","","","","","","","","",""
"[E851C4C643C75AD00FCF1696690801D5]::69C9058542416C99B7151FAA29A51572","The Crime of Lost Knowledge","The Crime of Lost Knowledge","","","","","","","","","","","","","","","","","","",""
"[E851C4C643C75AD00FCF1696690801D5]::AF9C809244276218828E639C04FEF16F","The Crime of Lost Knowledge","The Crime of Lost Knowledge","","","","","","","","","","","","","","","","","","",""
"[E851C4C643C75AD00FCF1696690801D5]::3772BAD94EBAF0E0A1142CA552167045","Vampires are dangerous. Deadly. Vicious sometimes. This is a fact and I won’t deny it. And that’s precisely why we must understand what they are – sometimes who they are – in order to achieve a better mutual understanding. <lf><lf>Do you remember the interview with Titus Flavius Josephus, conducted by one of us in 1548 when he finally encountered the creature in Spain? Do you remember how each of the very carefully chosen words expressed by this vampire warmed our heart each time we read them, for they were all extraordinary windows to a past of which we only have glimpses? Well, Titus Flavius Josephus is no more, since the Vatican’s hunters destroyed him a few weeks ago. And with him vanishes unearthed treasures of knowledge about the pillars of our civilization. This is a crime probably as heart breaking as the killing of an innocent life by a vampire. <lf><lf>This is exactly why the path of the Guard of Priwen is as criminal as it is barren, for each time they successfully conduct one of their methodical hunts on the old vampires of England – instead of carefully and respectfully approaching them – they destroy a part of our common roots with the immortals. They wipe an opportunity. The concept of Great Hunt is a crime for it blindly kills words and thoughts.<lf><lf>From “Drinking at the Fountain of Knowledge” by Usher Talltree, Primate of Saint Paul","Vampires are dangerous. Deadly. Vicious sometimes. This is a fact and I won’t deny it. And that’s precisely why we must understand what they are – sometimes who they are – in order to achieve a better mutual understanding. <lf><lf>Do you remember the interview with Titus Flavius Josephus, conducted by one of us in 1548 when he finally encountered the creature in Spain? Do you remember how each of the very carefully chosen words expressed by this vampire warmed our heart each time we read them, for they were all extraordinary windows to a past of which we only have glimpses? Well, Titus Flavius Josephus is no more, since the Vatican’s hunters destroyed him a few weeks ago. And with him vanishes unearthed treasures of knowledge about the pillars of our civilization. This is a crime probably as heart breaking as the killing of an innocent life by a vampire. <lf><lf>This is exactly why the path of the Guard of Priwen is as criminal as it is barren, for each time they successfully conduct one of their methodical hunts on the old vampires of England – instead of carefully and respectfully approaching them – they destroy a part of our common roots with the immortals. They wipe an opportunity. The concept of Great Hunt is a crime for it blindly kills words and thoughts.<lf><lf>From “Drinking at the Fountain of Knowledge” by Usher Talltree, Primate of Saint Paul","","","","","","","","","","","","","","","","","","",""
"[EA06F13344A4E646F8F25DA52F965E44]::5BB36A6E42C1AE469C405BBB75A8B6FF","A small key which gives access to the Pembroke Hospital Doctors' office","A small key which gives access to the Pembroke Hospital Doctors' office","","","","","","","","","","","","","","","","","","",""
"[EA06F13344A4E646F8F25DA52F965E44]::4FDE7A664BDDC9EC51B579AC29FCB26B","Key of Doctors' office","Key of Doctors' office","","","","","","","","","","","","","","","","","","",""
"[EAEBA6064516AAC91865758744C7E573]::172AF0164E95546FB483E4AC2AF2F99D","Old Bridget","Стара Бріджет","","","","","","","","","","","","","","","","","","",""
"[EAEBA6064516AAC91865758744C7E573]::00526A664B643682C40539BFE1EAF391","Skal","Скал","","","","","","","","","","","","","","","","","","",""
"[EAEBA6064516AAC91865758744C7E573]::01CC572E4F02B028155A8D8429858CCC","Skal","Скал","","","","","","","","","","","","","","","","","","",""
"[EAEBA6064516AAC91865758744C7E573]::09DE788B423C20DD4262AB9C73325B24","Skal","Скал","","","","","","","","","","","","","","","","","","",""
"[EAEBA6064516AAC91865758744C7E573]::174DE5AC40C37505D79D00A13D6E3C51","Skal","Скал","","","","","","","","","","","","","","","","","","",""
"[EAEBA6064516AAC91865758744C7E573]::1FEFA65B4A0F5256BC39F1BE3EE18CBD","Skal","Скал","","","","","","","","","","","","","","","","","","",""
"[EAEBA6064516AAC91865758744C7E573]::3C69D0F749E447A59EB7AEAE9C112C42","Skal","Скал","","","","","","","","","","","","","","","","","","",""
"[EAEBA6064516AAC91865758744C7E573]::439E1E5E49CAC604B57A3B8B7227F1D2","Skal","Скал","","","","","","","","","","","","","","","","","","",""
"[EAEBA6064516AAC91865758744C7E573]::4ABF62BE46BE4B4855AF0FBE43B0EAD8","Skal","Скал","","","","","","","","","","","","","","","","","","",""
"[EAEBA6064516AAC91865758744C7E573]::5418821B43C11B478B806ABF7C11A3A5","Skal","Скал","","","","","","","","","","","","","","","","","","",""
"[EAEBA6064516AAC91865758744C7E573]::74B9427542DAA265157D10BD687B355C","Skal","Скал","","","","","","","","","","","","","","","","","","",""
"[EAEBA6064516AAC91865758744C7E573]::887F5101417CFB12E269178F23F2E605","Skal","Скал","","","","","","","","","","","","","","","","","","",""
"[EAEBA6064516AAC91865758744C7E573]::A09842A24B1B2556892F448B9CE2A961","Skal","Скал","","","","","","","","","","","","","","","","","","",""
"[EAEBA6064516AAC91865758744C7E573]::A379B9434652FD54F7653495EAA869F7","Skal","Скал","","","","","","","","","","","","","","","","","","",""
"[EAEBA6064516AAC91865758744C7E573]::F77E23A94AEEF08215B3DFB1A69B45BF","Skal","Скал","","","","","","","","","","","","","","","","","","",""
"[EAEBA6064516AAC91865758744C7E573]::F829CE8D4C3255B8A2284182CC64CFB9","Skal","Скал","","","","","","","","","","","","","","","","","","",""
"[EAF3863C43C8B693F44787B79FD800B4]::CDB7AF314B3CBB4BA6D12EA5AF5960C2","Do you think vampires hide in the dodgy areas and the hovels of London? No! They hide in the highest clubs and fancy houses of the West End. I know for a fact that some of them rule the Empire in secret. They have a club. They have public figures. They have balls and fancy parties. They aim to control the country and our destinies. We must reveal them for what they are: greedy enemies of mankind, born into this world to bring us all into the eternal darkness of Hell! You know them but you don’t dare to pronounce their names. I will, soon! And everybody in London will know the name of the vampire club!<lf><lf>Clarence Crossley (For more information, please contact me directly)","Do you think vampires hide in the dodgy areas and the hovels of London? No! They hide in the highest clubs and fancy houses of the West End. I know for a fact that some of them rule the Empire in secret. They have a club. They have public figures. They have balls and fancy parties. They aim to control the country and our destinies. We must reveal them for what they are: greedy enemies of mankind, born into this world to bring us all into the eternal darkness of Hell! You know them but you don’t dare to pronounce their names. I will, soon! And everybody in London will know the name of the vampire club!<lf><lf>Clarence Crossley (For more information, please contact me directly)","","","","","","","","","","","","","","","","","","",""
"[EAF3863C43C8B693F44787B79FD800B4]::30AA5E204C5AB0DF2935188405CA6DCD","The vampire club","Клуб вампірів","","","","","","","","","","","","","","","","","","",""
"[EAF3863C43C8B693F44787B79FD800B4]::8B778A2C4FE390B2732D1E9D5A93738B","The vampire club","Клуб вампірів","","","","","","","","","","","","","","","","","","",""
"[EB5A17E346EC1255E6014FAFFB69320A]::7EEE0F3F4D3946F8D8D6459F2BBD5549","Kill the Ekon","Убийте екона","","","","","","","","","","","","","","","","","","",""
"[EBF90E6E4F8EE24FA19157BF6F0A32C3]::BDFE5BE7499EAFCBD9FFE1AAB20C1C6F","Charlotte Ashbury (1891-1918)","Charlotte Ashbury (1891-1918)","","","","","","","","","","","","","","","","","","",""
"[EBF90E6E4F8EE24FA19157BF6F0A32C3]::3321F0E1451ADF4CDE3FAD80CA71262D","Recent tombstone","Recent tombstone","","","","","","","","","","","","","","","","","","",""
"[ECB243EF4AD965D66528CA975EC8522C]::9BDAF9484997638A7E27F0B19CE10364","Ask locals about possible sources of infection in the West End","Ask locals about possible sources of infection in the West End","","","","","","","","","","","","","","","","","","",""
"[ECB243EF4AD965D66528CA975EC8522C]::B8E982A94061201CA314B5A93548FF2F","Gather information in the first source of infection","Gather information in the first source of infection","","","","","","","","","","","","","","","","","","",""
"[ECB243EF4AD965D66528CA975EC8522C]::768B23CD4B4162DEDDE7FBA174CE2745","Gather information in the second source of infection","Gather information in the second source of infection","","","","","","","","","","","","","","","","","","",""
"[ECB243EF4AD965D66528CA975EC8522C]::C36385784D14D908255B5C86CF6FDE59","Cleanse the first source of infection","Cleanse the first source of infection","","","","","","","","","","","","","","","","","","",""
"[ECB243EF4AD965D66528CA975EC8522C]::1FE4A3704BF8D20A88DA91B10C151C7B","Cleanse the second source of infection","Cleanse the second source of infection","","","","","","","","","","","","","","","","","","",""
